8,"My pets love their snuggle mate.  I bought mine about 7 years ago and it is still going strong.  My cats love to snuggle with it.  I am now looking to purchase one for our dog's crate (for in the car).  For the people who have had problems with theirs...you really must be more careful with the wattage your microwave puts out. If not. it appears that people have warped theirs. started fires and other problems.  One must really use products safely in order for them to be safe for their home and pets.  I would highly recommend this product to anyone who needs a safe pet warmer without wires and that is virtually chew proof.  We will find out if it is actually chew proof once our 6 month old puppy gets one for Christmas :-)"
6,"For simple calculations and discounted cash flows. this one is still the best.  I used this in my graduate business program. and for years as a practicing CPA and financial executive.  Of course for complex cash flows you will want to use an Excel spreadsheet; but for quick cash flow calculations the HP12C really is the tool you want.Personally I find Reverse Polish Notation (&#34;RPN&#34;). which is what this calculator uses. to be easy and intuitive.  Many do; some don't.  RPN takes the place of brackets in an arithmetical expression and is easy to learn.The hardware on this calculator is superb.  One of these lasted me decades.  It got lost in an office move. so I am purchasing another.  RJB."
10,"I read in several builders forums I frequent that these stops were a joke..........until I used em'! I don't know what those people were talking about.Maybe they just never gave them a chance. I know I had the pair I bought with the saw the year the saw came out sitting in a drawer until just recently when I had a gazillion feet of crown to do. Slapped those babies on and was happy as a pig in.....I too wish they had a quick release. Thats kind of annoying when I need my saw for something else.I like the tip someone here gave about drilling new holes for bigger crown. If that situation arises for me I think I'll give it a try."
11,"I love D&D Ravenloft.  My favorite character was Lord Soth. the Knight of the Black Rose.  Well. he isn't in this game.  It's a different story.  Many other reviews already posted most key features and fun of this game.  The key point for me to say being many years D&D player. I still want to join the group. but time is the key concern after getting old with busy job.  This is the one of the good solution for me to enjoy quick D&D.  It combines both D&D RPG and D&D Miniature games with simple character and monster card plus miniatures and you can play as 1 player up to 5 players.  Yes. 1 players.  That's the key for me to join the advanture alone or in group with different fun and good time.  Nice game."
4,"I have many blu-ray's and was excited when i saw that The Passion was finally coming to blu-ray! I was not disappointed. although it looks mildly different. you can see every nook and cranny. It looks amazing. It is a little grainy at times. but it doesn't steal the show like other blu-ray titles i have! I would definitely recommend this title to any one wanting to see a great movie on their big screen tv's. Definately don't pass this up!"
4,"If you are anxious to see a Japanese monster movie about Rodan. Godzilla and Mothra having a round table discussion about whether to unite and save the world from Ghidorah. the Three-Headed Monster. this is your film. Director Ishiro Honda delivers just that.If. though. you want to see Honda's GREATEST film and one of the most  horrifying and unsettling films of the sixties you should skip the above and check out Mantango. There are no monsters here over six feet tall. Tokyo is not threatened. no buildings are crushed. no tin tanks are destroyed. no thousands of people flee in terror. there is no radioactive breath anywhere and the Japanese army is nowhere in sight.I guess this world is big enough for both."
6,"Avery labels haven't let me down for all the years I've been using them.  Besides the obvious return labels. I've used them for labelling water pipes in the basement. birthday party gift bags. folders.  They stick well. print well. and are templates for various printing softwares (I've been a PrintShop user for a very long time. occasionally use Microsoft Word. and use Avery DesignPro5).  DH redid the pipes in the basement 10 years ago and figured it would be best to label them right off the bat. direction. hot or cold. where to. so I did some up in PrintShop.  They haven't fallen off. they haven't faded.  We also have a hub of cable wires that needed labelling. and Avery did that job as well.  Many uses for me. besides the obvious."
9,"I got this disc because the Aerobie Pro is made for big open spaces and I only had limited space to throw. This disc was perfect for the smaller area I had to throw in and is just as fun if not more fun than the Aerobie Pro.The only problem I had was that this disc broke within the first day of throwing from normal recreational use. Maybe there was a defect already in the disc but I was very disappointed with its lifespan.It is still loads of fun and will give it another try eventually."
10,"Well...After 5 FAILED attempts to get an UNDAMAGED outfeed  table delivered. i'm going for number 6.  I should give up. up this item is handy and i cut a lot of plywood. (i should just give up and build one myself.)It seems that no one can get the largest table part delivered in one piece. All 5 have arrived damaged in one way or another. The last attempt. direct from Delta. was the worst.  The part was shattered in several places. almost beyond recognition.Needless to say. I'm VERY disappointed."
1,"We got a new point and shoot camera. and it was chewing up regular brand name AA's like they were going out of style.  Discovered these at the local big box store and decided to give them a try.  Wow.  In the name of full disclosure. they cost more than a standard pack of batteries might.  But let's face it. you don't want the camera conking out prematurely at the championship soccer game or that once in a lifetime vacation.  I simply can't recommend these Lithium Energizers enough."
