1,"The Hempest"," The Hempest is an eco-friendly clothing store specializing in hemp clothing products and accessories. The store was founded in 1995 in Boston Massachusetts with the conviction of bringing hemp back to the marketplace and into full view of the public. Though the stores typically work together each is independent from one another."
1,"McArthurGlen Group"," McArthurGlen Group is an owner developer and manager of designer outlets. The Group which currently has 20 Designer Outlets in the UK and Continental Europe opened its first designer outlet in 1995 with the opening of Cheshire Oaks Designer Outlet near Chester. McArthurGlen Designer Outlets sell end-of-line ranges samples and one-off’s at discounted prices."
3,"Ichirou Agata"," Ichirou Agata often known simply as Agata is the guitarist for the Japanese noise rock band Melt-Banana. Agata is known particularly for his furious stage antics jumping and constantly moving around and exceedingly unique approach to playing the guitar which involves extended technique heavy use of effects pedals and guitar slides resulting in sounds not easily attributed to the guitar."
1,"Interoute"," Interoute Communications Ltd is a privately held telecommunications company it operates Europe's largest cloud services platform."
2,"Tyngsborough High School"," Tyngsborough High School (THS) is located at 36 Norris Road in Tyngsborough.Tyngsborough High School has approximately 520 students and is part of the Tyngsborough school district."
2,"Yamasa Institute"," The Yamasa Institute (Japanese: YAMASA言語文化研究所 or YAMASA言語文化学院) is a private Japanese Language school located in Okazaki Aichi Prefecture.The Institute began language instruction in 1989 and was founded through the Hattori Foundation a philanthropic educational organisation established in 1919."
1,"Twinight Records"," Twinight Records was a minor American recording label founded in Chicago 1967 by Howard Bedno and Peter Wright who later added E. Rodney Jones as a partner. Specializing in R&B and soul music for a few months the label was called Twilight Records until it was discovered that another company already owned the Twilight name. Over five years the label released (or at least recorded) 55 singles and charted seven times."
2,"Concord High School (Elkhart Indiana)"," Concord High School is a public high school in Elkhart County Indiana United States with a size of approximately 1500 students. The school was host to President Barack Obama's first order of business meeting outside of Washington D.C. as well as the site of one of his campaign rallies before the 2008 election."
2,"Holy Family High School (Mumbai)"," Holy Family High School is a private Jesuit boys school located in the suburb of Andheri (East) in Mumbai India. It is a primary and secondary education school providing education from upper kindergarten or first standard (grade) through tenth standard. While the school primarily is English-medium there is also a smaller Marathi-medium section that runs in parallel from the fifth to the tenth standard.The school has had a Parent-Teacher Association since 1964."
1,"Dental Records"," Dental Records is a small independent record label based in Ipswich UK."
2,"SECAB Institute of Engineering & Technology"," SECAB Institute of Engineering & Technology was established in 1998. It offers five undergraduate programs besides research programs in two disciplines. It is affiliated to Visvesvaraya Technological University (VTU) in Belgaum and its undergraduate programs are accredited by the National Board of Accreditation (NBA) of the All India Council for Technical Education (AICTE)."
3,"Lil Wyte"," Patrick Lanshaw (born October 6 1982) better known by his stage name Lil Wyte is an American rapper from Memphis Tennessee. He is a member of the rap collective Hypnotize Minds and owner of the independent label Wyte Music."
2,"Pakistan Institute of Public Finance Accountants"," Pakistan Institute of Public Finance Accountants (PIPFA) is an autonomous body recognized mainly in the government sector and established under license from the Securities and Exchange Commission of Pakistan by the authority given under section 42 of the Companies Ordinance 1984.The body is co-sponsored by the Institute of Chartered Accountants of Pakistan the Institute of Cost and Management Accountants of Pakistan and the Auditor General of Pakistan.PIPFA has more than 5000 members and a number of them are membersof ICAP and ICMAP.The institute was established to produce a second tier of accounting professionals in Pakistan."
2,"John Knox Christian School"," John Knox Christian School (JKCS) is a Christian independent elementary school in Burnaby British Columbia."
3,"Hugh Harris (singer)"," Hugh Harris (born 1964) is an English musician most known for his song Rhythm Of Life. The song was on the soundtrack for Uncle Buck and is taken from Harris' 1989 album Words for Our Years. His first album garnered critical acclaim and Harris' style was compared to both Prince Terence Trent D'arby and female vocalist Tracy Chapman.In the late 1980s and early 1990s Harris was in a low-key relationship with Sinéad O'Connor."
2,"UBC Department of Economics"," The UBC Department of Economics gained School status by approval of UBC's Senate and Board of Governors in the fall of 2012 and is now called the Vancouver School of Economics at UBC. Please see the School's separate page on Wikipedia for further information or visit the School's website at www.economics.ubc.ca"
1,"RxList"," RxList founded in 1995 by a pharmacist is an online medical resource of US prescription medications providing full prescribing information and patient education."
3,"Svein Finnerud"," Svein Finnerud (born 2 September 1945 in Oslo Norway - died 22 June 2000) was a Norwegian Jazz pianist painter and graphic artist."
2,"Dungar College"," Dungar College is a Government college in the Bikaner city of Indian state of Rajasthan. Courses are offeered in Science Commerce and Arts."
1,"United Plankton Pictures"," United Plankton Pictures Inc. is an American television and film production company founded in 1998 by Stephen Hillenburg. Its headquarters is located in Los Angeles California. Its production includes the animated television series SpongeBob SquarePants in association with Nickelodeon Animation Studios."
2,"Charter Oak State College"," Charter Oak State College (often referred to as COSC) is a public liberal arts college in New Britain Connecticut. The college was founded in 1973 by the Connecticut Legislature and offers associate and baccalaureate degrees."
2,"Algonquin College"," Algonquin College of Applied Arts and Technology is a publicly funded English-language college and member of Polytechnics Canada located in Ottawa Ontario Canada. The college serves the National Capital Region and the outlying areas of Eastern Ontario Western Quebec and Upstate New York. The college has three campuses; a primary campus located in Ottawa Ontario and secondary campuses located in Perth Ontario and Pembroke Ontario."
2,"Blue Mountain Academy"," Blue Mountain Academy (BMA) is a Seventh-day Adventist Christian boarding high school located in Tilden Township PA. It is located at the foot of the Blue Mountain Range."
3,"Ghulam Mustafa Tabassum"," Ghulam Mustafa Tabassum (4 August 1899 – 1978) was a noted 20th-century poet in three languages: Urdu Punjabi and Persian. Tabassum (or Tabussum) was the pen name by which he was universally known.He is best known for his many poems written for children as the creator of the Tot Batot character and as the translator of many poetical works from Urdu and Persian into Punjabi."
1,"SlimWare Utilities"," SlimWare Utilities is an American information technologies company that produces cleaning and optimization programs for an international market. The Web of Trust website lists Slimware's benchmark product DriverUpdate as receiving 14 out of 20 negative reviews.(despite an overall positive rating being listed there.) Slimware products claim to center on using crowdsourced feedback to generate real time reviews and evaluations of other programs."
2,"Oberlin University"," Oberlin University (桜美林大学 Ōbirin daigaku) is a private university in Machida Tokyo Japan. The university's name was derived from that of pastor and philanthropist J. F. Oberlin and the name also shows the university's historical ties with Oberlin College in Oberlin Ohio which the university's founders attended."
2,"Fulton City School District"," Fulton City School District is a school district in Fulton New York United States. The current superintendent is Mr. William Lynch.The district operates six schools: G. Ray Bodley High School Fulton Junior High Fairgrieve Elementary Granby Elementary Lanigan Elementary and Volney Elementary."
1,"RBC Records"," RBC Records is an online independent record label and Management company founded by partners Ben Grossi and Brian Shafton. It provides artists and independent labels with a full-service Virtual Label alternative to signing with a major label. RBC provides distribution sales marketing online publicity radio promotion video promotion product management and creative-services consulting to artists and management."
3,"Frank McComb"," Frank McComb (born July 15 1970 Cleveland Ohio U.S.) is a soul singer and keyboardist. Often compared to Donny Hathaway and Stevie Wonder McComb has collaborated with many renowned recording artists including Prince Chaka Khan Teddy Pendergrass Gerald Levert and Teena Marie."
1,"Oakleaf Brewery"," Oakleaf is a brewery founded in 2000 in Gosport Hampshire England. It brews cask ales."
3,"Umayalpuram K. Narayanaswamy"," Umayalpuram K. Narayanaswamy (1929–1997 India) was a Carnatic classical percussionist. A recipient of the Sangeet Natak Akademi and Kalaimamani awards Narayanaswamy accompanied renowned musicians like M. S. Subbulakshmi S. Rajam and Guruvayur Dorai. He established his mark playing the ghatam with such dexterity and beauty in phrasing."
