"1","are aliens important to god?","","no. nothing is  important to god.\ngod  is  important to everything."
"3","If someone with HIV urinates in a car seat does the seat need to be destroyed?","This question is for a law enforcement vehicle","HIV is found in low concentration in urine, but the risk of transmission in this form is negligible. Compare this to saliva of someone with HIV. There is viritually no risk of transmission through saliva, and the same is true with urine.\n\nIf my answer was helpful, please remember to consider selecting it as the best answer in 24 hours. :-)"
"1","For Spanish people only: Are you gonna work monday?","If your not spanish, please dont bother answering. Im just curious to know how many people are gonna do that.","People who are Spanish come from Spain, and they are not part of the campaign you speak of (almost all Spanish people come to the US with visas and proper immigration papers). Perhaps you are thinking of MEXICANS and other Latinos who insist on making the immigration issue one based on race."
"2","Who developed the first periodic table?","","Mendeleev from Russia"
"3","how do u lose at least 20 pounds. In the next month.?","please help me out!!!!!!","losing wieght is hard because you have to really want to and you have to stay focused. I would lose wieght by doing routine workouts such as running in the morning, doing push-ups, or even sit-ups but running really helps, but if you really want to lose wieght you will have to stay at it and dont give up."
"3","I have Lupus. Is there anyone else that can share any in-site on this disease and no jokes please!?","I have joint pain, migrains, I stay exalsted and enemic. I feel like I am all alone in this.","Like all the previous replies, know you are not alone. We all have this disease and that is why we are able to reply here and help you out.  It is extremely frustrating when others don't understand the disease, or find it surprising how we can get so tired so often; how we can be in pain so often.  Sometimes I truly believe others think we are making it up. I am on a sick leave from work due to a string of flares that would just not go away. I get foggy spells sometimes, I am usually tired most of the time, and my joints get very achy and I can be bed-ridden for the entire day. Then some days are flare/pain free and you wouldn't even know I had the disease.\nOn a side note, I also have been taking Plaquenil for the past year and a half and have always been worried in the back of my mind that I would be within that small percentage who suffer eye damage from it. If you are on Plaquenil (hydroxychloroquine is another name for it)--make sure you see your Optometriest twice a year, rather than once a year.  \nLastly, to all the people who replied to this question and are suffering from ANY auto-immune disease, I wish you all the best of luck and hope that someday they will find a cure for us all.  Take care."
"1","ask a question???","thought it would be different","Where do babies come from?  Why is the sky blue?  Why is the grass green?"
"1","what is your biggest regret in life?","","Having sex before marriage!"
"3","knee pain how to do i get rid of it?","the day i wear heals for a party i return with a kneepain,even if i dance for about 1/2hr ( bharatnatyam) the next two days my knee pains.and due to which im not able to climb stairs plz advice what shud i do","1. Glucosamine\n2. Elastic knee brace/bandage\n3. Ice/Ibuprofen, etc. to reduce swelling/inflammation\n4. Stretch beforehand. Put your knees together, feet close together as well, and rotate your knees slowly in circles, first one way then the other for about 5 turns.\n5. If those don't help, you better see a doc.---------\n--------------\n6. Um, like the other person said, don't wear heels. (Duh to me)"
"1","How many of you would be willing to admitting that you censored on this web-site, or are you cowards too?","To hide ones cowardly ways is to be a coward squared.  I'm sure that those of you who have censored others feel that your actions were justified.  So you shouldn't have any problems telling all.","Censor?  I didn't realize that any participants on YA had the capability or power to censor.  Turn in, report, inform on, promulgate, I'm sure there is lots of that being done.  But not by me. I just dropped in to see what all the fuss was about."
"2","what is a mallard jake?","","""Jake the Mallard Duck"" is a Beanie Baby."
"3","I want to find out if these drugs below have been globally banned?","ANALGIN: \n\nCISAPRIDE: \n\nDROPERIDOL: \n\nFURAZOLIDONE: \nANALGIN: \n\nCISAPRIDE: \n\nDROPERIDOL: \nFURAZOLIDONE: \n\nNIMESULIDE: \n\nNITROFURAZONE: _","look herehttp://www1.ncaa.org/membership/ed_outreach/health-safety/drug_testing/banned_drug_classes.pdf"
"2","find derivative of the given function....?","find derivative(g*(x)) of given function\n  \n                     g(x)=nInt(t*(sq root of(t^3+2t))dt),x,x,-1)\n\n             i.e. function is= t*(sq.root of (t^3+2t)\n                 up limit=x\n              lower lim=-1\nnint= integral sign like ""S""","This is a fundamental theorem of calculus problem.\n\nThe derivative of the integral of t * sqrt (t^3 + 2t) dt from -1 to x is\n\nx * sqrt (x^3 + 2x)"
"1","can someone come up with a weird but fun mind altering event revolving aroudn 7-11 or another convenience sto?","","it an old time joke about 7-11..\n\nif 7-11 is open 24 hours, 7 days a week, why do they have padlocks of doors? isn't it useless?"
"3","when is it the right time?","how do u kno it's the right time","If you're asking about having sex for the first time, it's not now.  You shouldn't have to ask.  If you have any doubts, you're not ready.  Don't let him tell you otherwise- trust me.  I listened to my bf, and I was depressed for four years.  Take care of yourself.  He can take care of himself if you say ""no""."
"3","premarital counselling research?","","Talk to a priest.  Even if you aren't Catholic.  The Catholic religion has one of the most extensive premarital councelling programs.  If you don't want to go through that, a priest could still direct you where to go."
"2","why are changes in inventories included as part of investment spending?","","Inventory Investment: There are three types of inventory investment: materials and supplies, work in progress, and finished goods.\n\nInventory Investment\nInventory investment relates to the composition of GDP. What is produced in a certain country is naturally also sold, but some of the goods produced in a given year may not be sold the same year, but in later years. Coherently, some of the goods sold in a given year might have been produced in an earlier year. The difference between goods produced (production) and goods sold (sales) in a given year is called inventory investment.\n\nIf firms produce more than they sell and inventories are accumulated, inventory investment is positive.\n\nIf firms sell more than they produce and inventories fall, inventory investment is negative.\n\n\nThree Important Relations\nThese three relations between production, sales and inventory investment can be helpful:\n\nInventory investment = production - sales\n\nProduction = sales + inventory investment\n\nSales = production - inventory investment"
"1","how can i know i m in love or not?","","if you have to ask then you are not"
"3","Are enemas better with warm or cold water.?","","i dont think it really matters, i guess what you prefer. i would guess warm would be the most comfortable!"
"3","How much money would u pay to get your nails done?","For my nails i would pay $50 dollars to get them done but where i live there only like $27","$0.00\nsuch a wast of money, women try to say they are smarter then men but they fall for this kinda stuff all the time, and shoes, really whats up with that?"
"1","lack of communication?","how do you get back to the one you lost because of lack of communication skills?\nand what are these skills?","Been with the same Man for over 8yrs, still can't talk without arguing."
"3","need air travel insurance for person who has heart problem can anyone recommend someone to contact?","","My husband has had a heart attack - this company insures us no problem - very good communication and service - can highly recommend."
"1","most of the puerto rican know this one how do you make coquito drink?","please if someone know I need to do it for the holidays","1/2 L Water \n15 oz Cream of coconut \n12 oz evaporated Milk \n14 oz Condensed milk \n4 Egg yolk \n2-3 sticks Cinnamon \n1 L White rum\n\nMix all the ingredients in a blender and enjoy!"
"1","I'm extremely happy for no apparent reason what so ever right now, are you happy as well?","","i am extremely happy bc i have a loveing and careing gf"
"2","which of the following is a saturated hydrocarbon: isopropane, butene, pentyne, or benzene?","","Isopropane.\n\n""The number of hydrogen atoms associated with a given skeleton of carbon atoms may vary.  When the chain or ring carries the full complement of hydrogen atoms, the hydrocarbon is said to be ""saturated"".  Such hydrocarbons are known as paraffins, paraffinic hydrocarbons, or alkanes/cycloalkanes. The ""paraffin"" term was common in the oil industry, because of the waxy characteristics of crude which contains these molecules.  The term ""alkanes"" is common among chemists.\n\nStraight-chain  structures are ""normal paraffins"", branch-chain structures are ""isoparaffins"", and ring-type structures are ""cycloparaffins"" or naphthenes.  Thus for three hydrocarbons with five carbon atoms (i.e. all ""pentanes"") we have several structures."""
"3","why cant i sleep i want to sleep.?","i have no stress whatsoever i get up early and everything i do not take naps during the day i keep my self busy during the day i have 1 year old and a 4 year old so they keep me busy pretty much during the day and my 1 year old get ups about 8 or 7 in the morning. i go to school at night 2 times a week. and i should be exausted but i am not i am not tired when it is time to go to bed i just do not understand why i am wide awake i could lay in my bed for hours on end and still not go to sleep. i do not get tired until almost 3-5 am between those hours. i am tired of stayin up so darn late. i want to sleep its not like do not want to. if anyone can give me a reason or any advice. PLEASE DO. i know i may of ask this b4 but they just did not help much. pills do not really work i took slimply sleep and tynol pms and they work for a little bit but then i start getting used to them so i stop taking them no point to that. I really doubt my husbands insurence covers me going to the doc for this",""
"2","How does journal bearing works?","How does journal bearing works?","A journal bearing is also called a sleeve bearing because  it consists of a sleeve that encloses a portion of the shaft. It relies on a film of oil to support the shaft and permit shaft to rotate within the sleeve. \n\nUnlike an antifriction bearing (ball or roller type) A journal bearing tends to generate a good bit of heat and needs a method to keep cool either by radiation or a circulating system using a coolant. The oil film also needs a method to maintain sufficient oil to keep the oil film from breaking down."
"2","Given a9X9sided square where the cell(2,6) contains a REDdot.?many squares r present of any size witout reddot","Given a 9 X 9 sided square(rows 0 to 8, columns 0 to 8) where the cell(2,6) contains a RED dot (rest of the cells dont contain the RED dot). How many squares are present of any size without having the RED dot in them?","First we calculate all squares:\nWe have 9*9 one by one squares, 8*8 two by two squares and\nSo total squares are: 9^2+8^2+7^2+...+1^2=285\n Where 1^2 stands for 9 by 9 square.\n\nNow we must calculate all squares containing the red spot:\n\nWe have one ""one by one"" square, 4 "" two by two"" squares,\n9 ""for 3*3"", 9 for ""4*4"", 9 for ""5*5"", 9 for ""6*6"", 9 for ""7*7"", 4 for ""8*8"" and 1 for ""9*9"";\nWhich is count to 55. \n\nSo the answer is 285-55=230"
"1","Class-action lawsuit against Santa?","Does anyone know where I can find a lawyer to file a class-action lawsuit against Santa Claus, Inc. for breach of contract and discrimination? I'm sure there are loads of good Muslim, Jewish, Hindu, Buddhist, and atheist kids all over the world. Why isn't Santa handing out presents to them? He's racist, that's why! We need to band together and sue his fat red ass off! Who's with me?\n\n(take this as a joke, people.^_^)","That's sooooooo been done.  Don't even bother.  Fortunately, Santa Claus, Inc., its trademarks, titles, and everything having to do with ""Santa Claus"" is covered under the ""religious"" protection under the Constitution.  If you believe in Santa Claus, then you can sue him---or his corporation.  If you do not believe in Santa Claus, then you have no grounds for a lawsuit because you are of a different ""faith/belief.""\n\nAs you know, though-----there is no Santa Claus; the parents put the presents under the tree.  If you can find a Muslim who is really worried about it-----please take the bombs off his vest, sit him down, and you guys can talk about Santa.\n\nIf you can find a Hebrew person who is concerned about Santa, then ask him to put down his Torah, and sit down and talk to him about it.\n\nIf you can find a Buddhist who is concerned about Santa, then you can certainly Hmmmmmmmmmm your way into a conversation.\n\nIf you can find an atheist who is concerned about Santa, then they would have to believe in a giving, loving, spirit.  Sorry, that would make them something other than atheist.\n\nNow, if you're this concerned over Santa Claus, I suggest you contact your County Mental Health Department.  I'm sure you can find a counselor there who would be interested in sitting down and talking to you about it.\n\nOh, and----------HO HO HO....MERRY CHRISTMAS."
"2","Why you cannot give atropine to glaucoma patients ?","","Atropine effect the muscles in the eye that are responsible for contarcting and dilating the iris. When atropine is administered these muscles are temporarily paralysed and dilate. This dilation causes the the flow of liquid (aqueous humor) to be restricted thus raising the pressure within the eyeball.\nOne of the main symptoms of Glaucoma (specifically acute angle closure glaucoma) is an increase in pressure with the eye ball that causes pain and damage to the optic nerve and requires emergency treatment. Therefore any drug that will cause an increase in the pressure within the eye ball will not be administered to patients with acute angle closure glaucoma."
"1","how can i find a man easily to become ask my mate?","i mean, i wanna know how can i find a man that could be my love","Open you´re eyes ands ears, first what kind of man you want.\nIf you want a spiritual hard working men it more easy to find in a group who help kids or work for free in non-profit organization, instead of a bar. Be part of a group for goods things in this environment you can meet nice people and be better person, or be part of people who share you´res hobbies or sports."
"1","Can you name the twelve apostles of jesus christ?","","1.) Peter, also know as Simon or Simeon\n2.) Andrew (brother of Peter)\n3.) James  \n4.) John \n5.) Philip\n6.) Bartholomew, also known as Nathanael\n7.) Thomas\n8.) James (""the Less"") \n9.) Matthew, the tax collector, also known as Levi\n10.) Simon, also known as ""Simon the Zealot""\n11.) Thaddaeus, also lnown as Judas, son of James\n12.) Judas Iscariot, ""the traitor"", replaced as an apostle in Acts by Matthias"
"3","What is bird flu?","","Avian influenza is an infection caused by avian (bird) influenza (flu) viruses. You can read more info here \nhttp://www.cdc.gov/flu/avian/gen-info/facts.htm"
"3","Does Apple Cider Vinegar cure sinus problems?","","be careful of taking vinegar.  I have all those allergies listed, and have recently found that I have a yeast problem and possible celiac (wheat intolerance).  Vinegar feeds yeast and can cause more allergy problems.  One of the best remedies that I know for sinus, is saline and water solution.  They sell it in the drug stores.  Just sniff it a couple times of day to rinse your sinus. \nYou may want to read up on yeast and the connection with allergies and asthma.  It is very interesting and for me, very helpful."
"2","how many countries are they in the world.in africa,europe etc.?","and in the world ,remember,the best ans. is my best ans.","I want to say around 220..."
"3","Is it safe to consume chicken in india now?","as of now, it is summer in india,so yhe virus must have been killed","Yes\n\nThe Indian style of cooking kills all the virus/germs and what not.\n\nSo you can eat as much as you want"
"2","Is mankind destorying the earth?","how much percent of the different pollutions were in the air 10 years ago and how much is there now","yes,man is destroying the earth by:\n1.by cutting trees and destroying forest\n2.by burning fossils,plastics they produce carbon dioxide   in atmosphere\n                   man is destroying nature in many ways,but\nwe can save our earth by simple ways like donating a plant sample,not throwing the garbage."
"3","is something wrong w/ u when...?","ur hands and feet r always cold?","it depends..i  mean if its cold outside my hands and feet will be cold.  but have you notice whether your finger tips and toes change colors, to lets say blue and they become numb?  there's a disease called Raynaud's Phenomenon where the blood vessels in your fingers and toes constrict (narrow), usually in response to cold temperatures and/or emotional stress. Check w/ your doctor if this continues to concern you. Good luck!"
"1","how can I say I hat you to A bad person (who I love)?","",""
"1","why do people ask guys with high voices if they are gay?","my friend Lance wants to know why people ask him bcuz he has a high voice and he is getting tired of answering.","Just cuz people are rude.  He should tell them to grow up."
"2","what    are     the    inputs for engine degreaser?","","http://shop.store.yahoo.com/autopia/inf-engine.html\n\nApplying Degreaser\nAfter warming the engine and protecting sensitive areas, you're ready to apply your engine degreaser.  Although they are quick and easy, I warn people against the use of harsh petroleum-based cleaners in the engine compartment.  They quickly cut through grease and grime, but they also deteriorate your rubber and vinyl components (not to mention what they do to our environment!).  As an alternative, use a citrus- or water-based cleaner.  My  favorites are 303 Aerospace Industrial Cleaner and Autoglym Engine & Machine Cleaner.\n\n\n \nHolly is using a degreaser on the top side of her engine.  Good degreasers are strong enough to cut through the heavy grease and dirt, but some scrubbing is necessary to remove the remaining dirt film.\n \n\nWhen applying your engine degreaser, it's best to start from the lower areas and work your way up.  This prevents the degreaser from dripping on you as you clean the underside areas.  One important thing to remember: the engine degreaser will remove the wax from the painted surfaces of your car.  If you get degreaser overspray on your fenders, plan on re-waxing these areas.\n\nWhen you have applied your engine degreaser, be sure to wash any excess cleaner from the exterior painted surfaces of the fenders, hood and grille.  I like to spray these areas with water first.\n\nDepending on the amount of accumulated grease, allow the degreaser to soak on the engine for 3 to 5 minutes.  Do not allow the degreaser to dry on your engine.  For light to mild levels of grease, you will not need to use a brush on the engine and other surfaces.  For heavy soil, you can use a long-handled brush (parts brush) and car wash solution to provide additional cleaning action prior to hosing off the degreaser.\n\n\n \nUse a soft parts cleaning brush get into cracks and around parts.  If your engine compartment has a heavy accumulation of dirt, you may need to spray with cleaner, brush, and rinse several times.\n \n\n \nAn old toothbrush works great in tight areas that other brushes can't reach. \n \n\nHosing Off\nWhen you are ready to remove the degreaser, hose down the entire engine compartment and surrounding surfaces with plenty of water.  If you're using a high-pressure nozzle, be careful that you don't get the nozzle too close to the covered electrical connectors.  Allow your engine to air dry for several minutes before using a towel to wipe down all accessible parts.  Remove the plastic bags.  The heat from the engine will assist in the drying process; however, do not allow the engine to air dry, as this will result in water spots.  When dry, start your engine and allow it to run for a few minutes.\n\n\n \nRinse with a stiff stream of water to remove as much of the grease and grime as possible.  Be sure to avoid electrical connections and other sensitive areas.  After rinsing, start the engine immediately.  Allow it to run for about 5 minutes to help dry things out.\n \n\n \nHere's a handy tip for you.  After your final rinse use your vacuum (if it can blow forced air) or an air compressor to blow water off the engine for a spot-free finish.  This Vac B' Blow vacuum makes quick work of the job."
"3","Do you know what I might have?  Curious...???","I've been experiencing the following symptoms for about 8+ months.  Has anyone else experienced the same, or know what could be wrong? \n\n-Headaches (usually left front and side of head).  The headaches at this point usually occur in the morning, at night, AND usually during or immediately after physical activity (exercise, walking up stairs, even after intercourse!)\n-tiredness\n-forgetfulness at work.  My colleagues have noticed that I have been making frequent errors, mixing up information, using the wrong words, or blanking out, etc. on a daily basis.\n-numbness in the hands and arms.  Sometimes only my pinky and ring finger are numb.\n-stiff neck, or spasms in my neck\nI have had blood tests, an xray of my neck, and a CT scan done but they were done a long time ago when the only symptom I had were the headaches.  I was seeing a Chiropractor for 3 months (who performed ART), but it didn't help.  I have an appointment with a Neurologist next month","I'm not a doctor and this is not a diagnosis nor should it be construed as medical device. /end disclaimer\n\nYour symptoms suggest to me three possibilities.\n\nOne is that you're naturally not sleeping well. This is incredibly common when there are a multitude of symptoms or general breakdown. Headaches, tiredness, an ability to concentrate and recall information can all be the result of exhaustion.\n\nSecond, and poor sleep increases the risk of this, is that you could have pre-diabetes. Don't freak out. I think it's BS that diabetes is ""incurable"". It's incurable by drugs is all that means to me! Again, headaches and forgetfulness are more common when diabetes is present. What really makes me think this may be the case though is the numbness. Diabetes leads to poor circulation which leads to numbness and ""tingling"". It can get really bad to the point where wounds don't heal, the tissue can't maintain itself and might even need to be amputated. Don't stress though since there's a lot you can do.\n\nThe third possibility is that you have compression or too much tension in your neck. That can lead to headaches and to problems in other areas that a compressed nerve leads to... which could manifest as numbness. I'm not opposed to chiropractic but I've never had great lasting results either. And I certainly don't put enough faith in it to risk a neck adjustment.\n\nSo what would I do?\n\n1. Lots of water to stay hydrated (for brain function) and keep my spinal discs hydrated.\n2. Eat a balanced diet including good fats such as from nuts, salmon, and seeds. Your brain is made up of nerves and nerves are largely fat. In fact, your brain is roughly 60% fat! Avoid sugar, white flour and excessive caffeine.\n3. Go to sleep before midnight (preferrably 10 or 11) and get 7-8 hours. Don't oversleep. Make sure you sleep in a quality sleep system (mattress, comfortor, and pillow are important). Don't use sedatives or alcohol to get to sleep.\n4. Stretch often throughout the day. Get up out of your chair regularly and go for a good walk at least once a day. Massage the muscles in your neck.\n5. Wear a magnetic necklace. It seem to help relieve some of the tension.\n6. Exercise daily. Some moderate weight-bearing exercise will help build your muscles and support your head, neck and shoulders.\n7. Sit with proper posture.\n\nKeep Well,\nRob"
"2","What part of botany deals with toxic plants?","What catergory for showing resistance or toxic to bugs and amphibians and other ugly things? Also what is the botany key for finding them?","The closest I can come up with for the study of poisonous plants is toxicology, or phytotoxicology (plant toxicology) to be more specific.  You might also pursue pharmacology, which is how chemical substances in general react in a living body.  Phytopathology is actually the study of plant diseases and toxins which harm plants."
"3","what is the effect of excessive vitamin c intake for example 500mg per day?","","Do keep in mind Vitamin-C is a water soluable vitamin.It is also recommended to use vitamin C with BIOFLAVINOIDS it improves the absorption and bioavailablitiy of the Vitamin C.  Also 500 mg of vitamin C is not a lot. The ODI (Optimum Daily Intake) of Vitamin C is 1000-2000 mg a day. Plus when you say Vitamin C please remember that  there is 4 types of commercially available Vit.C. ASCORBIC ACID which is the most acidic and the most irritating  to the stomach and it isn't recommended that you do more than 1000 mg a day of ascorbic acid unless it's buffered.Which leads us to BUFFERED Vitamin C usually a generic unpatented form of Calcium Ascorbate(Calcium Carbonate+Ascorbic Acid)Incidentally Cal. Carbonate lowers acid Ph. A well known form of Buffered Vitamin C is ESTER-C which can remain in the body for 24 hours.The best form of Buffered Vit. C is MULTI-MINERAL ASCORBATE VIT.C(usually Zinc,Calcium,Magnesium,Manganese,Chromium,&Potassium Ascorbate)Also there is Ascorbyl Palmitate(Ascorbic Acid+Palmitic Acid) which is a fat soluable form of Vit. C which can stay in the body for a long time. Then there is FOOD STATE Vit. C which is Vitamin-C supplements made from fruits and other food sources and over all the best form of Vitamin -C. Ascorbic Acid by itself is usually SYNTHETICand is the poorest choice of Vitamin C. I hope this isn't too much info for you."
"3","What are pros and cons of Fish Oil pills?","","Fish Oil \n\n\nClaims, Benefits: Prevents heart disease, alleviates auto-immune disorders, plus many other claims. \n\nBottom Line: Fish oil contains heart-healthy omega-3 fatty acids. Many studies find some beneficial effect, especially against heart attacks. But supplements can have adverse effects. We recommend fish, but not fish oil capsules, except for those with heart disease or auto-immune disorders. \n\nFull article, Wellness Letter, November 2003: \n\nShould You Take Fish Oil Pills? \n\nNearly every month there’s another study showing the health benefits of fish, and some of these studies have used fish-oil supplements. The Wellness Letter has never been big on these supplements. They contain the heart-healthy omega-3 fatty acids, but not the other good things in fish, and they are not without risk. Our opinion about these supplements has changed somewhat, however, because of ongoing research and new advice from the American Heart Association (AHA). \n\nHere’s who should consider taking fish-oil supplements: \n\nPeople who already have coronary artery disease, notably those who have had a heart attack. There is solid evidence that omega-3s can help protect them. Thus, last year the AHA started recommending 1 gram a day of omega-3s, preferably from fish, for these people, with their doctors’ approval. That’s the amount in a serving of fatty fish, such as 3 ounces of salmon. But most people don’t eat fish every day, and many choose less-fatty fish (it takes 12 ounces of canned tuna or 7 ounces of flounder to supply 1 gram of omega-3s). Moreover, since fish may contain mercury, we advise limiting fish intake to 12 ounces a week, on average. So to get enough omega-3s without going overboard on fish, people with heart disease should consider taking fish-oil supplements on days when they don’t eat fish. \n\nThose with high triglycerides. These fats in the blood increase the risk of heart disease. It’s well known that omega-3s help lower triglycerides. The AHA recommends 2 to 4 grams a day from supplements for people with high triglycerides, but only under the care of a physician. \n\nThose with rheumatoid arthritis, psoriasis, or other auto-immune disorders. Omega-3s may help relieve the inflammatory symptoms of such auto-immune diseases by suppressing the immune response. Thus, they can help reduce the joint pain and swelling of rheumatoid arthritis. The Arthritis Foundation says the supplements are worth trying. Clinical studies suggest about 3 grams of omega-3s a day. \n\nWhat about people with coronary risk factors, such as diabetes or high blood pressure, but no apparent heart disease? We suggest that they get their omega-3s from two or three weekly servings of fatty fish. There have been no clinical studies to see if fish-oil supplements will help them. \n\nNot for everyone \n\nIf fish oil is so great, why shouldn’t everyone take supplements? \n\n• The decreased ability of the blood to clot, which helps prevent heart attacks, has a negative side, notably an increased risk of hemorrhagic stroke. People with bleeding disorders, those taking anticoagulants, and those with uncontrolled hypertension should not take fish oil supplements.\n\n• Large doses of fish oil may suppress the immune system. Thus, supplements may be risky for those with weakened immune systems. What’s a ""large dose""? One definition is 3 grams or more a day, but no one really knows what the cutoff point is.\n\n• Large doses can increase glucose levels in people with diabetes.\n\n• Large doses can cause nausea, diarrhea, belching, and a bad taste in the mouth. \n\n• The supplements may contain contaminants and may not contain the labeled dose. A recent test by Consumer Reports of top-selling supplements was reassuring on both counts, even for the least expensive brands, but that doesn’t mean that the next batches will be okay—or that other brands on the market are. Last year a test by ConsumerLab.com found no de"
"2","can you drink laboratory made pure H20?","","Distilled water isn't very good for you, but you could drink it.\n\nPer Wikipedia.org: ""The drinking of distilled water has been both advocated and discouraged for health reasons. Advocates argue that drinking water in its pure form acts as a more powerful solvent that helps cleanse toxins from the body. Detractors argue that it robs the body of essential minerals in this way and also deprives it of minerals normally acquired from drinking water. Neither argument has a sound basis in chemistry or biology."""
"3","how exactly is fat burn in the body?","","The basic formula is Calories Consumed minus Basal Metabolic Rate (BMR) minus Physical Activity."
"3","what are the ill effect cause by fast food?","hi.... i am a student living in singapore and is doing a project regarding fast food and is facing a problem regarding the ill effects cause by fast food.... who can help????","obesity, unsexy, un attractive, bad stomach upsets, irritations due to excess greaase, high colesterol level, excess fat stotred in your stomach, and for lack of a better word, Ass."
"1","best place to donate money?","","What cause do you wish to promote?  Do you want a place which uses your money effectively?  Do you want something local, national or global in scope.\n\nhttp://www.guidestar.org/about/press/050106_tsunami.jsp\n\nhttp://www.charitynavigator.org/"
"1","assuming GOD and SATAN are real?","which one would you pick eternity with and why.","What a very interesting topic you have brought up.....I am an Inupiaq (Eenopak) the best I can do for you in English..Just say it like you see it...I am what you call an Eskimo which we are not.It is an Indian word... Inupiaq is our word for ""The Real People"" and have been existing in the Northern Most Regions of ""Alaska, Siberia, Canada, Greenland. We all can speak the same Language. Our belief of Good and Evil has existed but not in the sense of putting them into human form...It also has to do with nature and everything in it and man having supreme dominion. With survival of the Fittest...Although their were Shamans that practiced the dark arts to control villages to gain wealth. The Good Shamans practiced healing using the natural plants and chants which were passed down and learned by the tribes. This is a dying art but still shared through the family lineages. I still know my family lineage song and passing it down to my relatives. This is our way...The only other thing I can bring up on the subject is we knew of a creator who was good, then there had to be something evil...It is the law of nature. Me I would like to spend my eternity with my tribe when things were serene before the coming of the white race, who seems to bring nothing but distruction in its path. and destroying the ecosystem of our precious homeland...but a calm serene world with our way of life and one with NATURE.....The evil shamans that once ruled certain villages along the northern coast of Alaska at one time controlled over 8,000 Inuit and amassed wealth and showed no respect. They were eventually killed off when the first Europeons brought Alcohol...When they passed out, the people in fear would butcher the shaman and spread his body so that he could not come back to the village using their magic spells they practiced."
"1","How do you say/spell ""little angel"" in greek? -- phonetically?","I don't want the Greek letters (although I won't deny them!), but I'd love to know how to say it phonetically.","little =  μικρός, λίγος \n  mikros, ligos \n\nangel =  άγγελος \n  agkelos\n\nLook at this website to get an idea of how to pronounce the letters.  Sorry I didn't put this here before!  Good luck!\n\nhttp://www.ibiblio.org/koine/greek/lessons/alphabet.html"
"1","If theory of evolution is""theory only"" y people believe its the truth?Any physical evidence of transformation?","","That's just it, it is a theory only and there is NO real proof. And every so often they change and adapt things in this theory when some scientific fact or discovery comes along and begins to expose it. People did not come from monkeys. A piece or two pieces of nothing did not explode and create everything. And evolution disproves itself. It teaches that the strongest species survives. So if that is so why is man still here? Man isn't the strongest species, but he does think. But the original theories say the strongest not the one that can think. So as I said it disproves itself. So now the only logical and factual explanation for existence is GOD!!!"
"3","what medications would be in the clasification of ACE inhibitors?","","Benazepril\nCaptopril\nCilazapril\nEnalapril\nFosinopril\nLisinopril\nMoexipril\nPerindopril\nQuinapril\nRamipril\nTrandolapril\n        \n\nParenteral Enalaprilat"
"2","how do u accelerate a proton .?","firstly how to separate the proton from neutron and electron?\nsecondly do u need a magnetic field or an electric field?","A particle accelerator sends a stream of particles through a very powerful electric field."
"2","What is the most accurate balance triple beam, cent-o-gram, or double pan. why is it the most accurate?","i'm doing a lab report on mass.","I would guess that the double pan would be the most accurate because you have actual weights on one side counter what you are weighing on the other side."
"3","how many gay pals do u hav? how many do u hang out wid?","","I don't think there's anything wrong with hanging out with them, as long as they don't disrespect you. It also depends on where you hang out, like I would not go to a gay bar with them."
