"1","RCMP officer was a rookie when abused woman was shot by her husband (Canadian Press)","Canadian Press - BURNABY, B.C. (CP) - The RCMP officer who investigated a spousal abuse complaint from a woman who was later gunned down by her husband was a rookie with only six months on the job, a coroner's inquest heard Wednesday."
"1","Brazilian Police Raid Kroll, Make Arrests","Police raided the Brazilian offices of international security consultant Kroll Inc., seizing evidence and arresting five employees amid allegations Kroll illegally spied in a probe of a bitter corporate dispute."
"1","Kerry Says Bush Broke Promise on Oil (AP)","AP - Democratic Sen. John Kerry said Wednesday the  #36;50 per barrel price of oil reflects a broken promise of President Bush that will hurt average Americans."
"1","More U.S. Troops to Go to Iraq for Elections"," BAGHDAD (Reuters) - Iraq's president on Wednesday insisted  elections should go ahead next month as planned and the United  States said it would send thousands more soldiers to provide  extra security for the ballot."
"1","US downplays Iraq explosives loss","The US is playing down the significance of a UN letter saying almost 350 metric tons of high explosives went missing from an Iraqi base after the war."
"1","Guitarist killer's motive unknown","US police say they still have no idea why a gunman shot and killed guitarist Darrell Abbott and three others at a rock concert."
"1","Iraqi government accepts peace deal","The Iraqi government tonight accepted a peace deal brokered by Iraqs top Shiite cleric to end weeks of devastating violence in the holy city of Najaf, State Minister Qassim Dawoud said."
"1","Fischer on Iran: Step by step forward on basis of realism","Brussels, Dec 13, IRNA -- German Foreign Minister Joschka Fischer said Monday that so long Iran #39;s voluntary suspension of enrichment activities continues, the EU commitments also remain valid."
"1","The Politics of Time and Dispossession","Make a commitment to subscribe, donate and/or place all of your book and other product orders from Amazon.com and others through MMN Shopping web-site by clicking here."
"1","First Lady to Hail Bush on His Leadership (AP)","AP - Republican National Convention co-stars Laura Bush and Arnold Schwarzenegger commended President Bush to the country Tuesday for four more years in office, praising him for unflinching leadership in a time of national testing. ""I am so proud of the way George has led our country with strength and conviction"" in the war on terror, the first lady planned to say."
"1","Aid agencies' warning on climate","Climate change threatens to undo the world's attempts to eradicate poverty, a coalition of aid agencies warn."
"1","Brazil Raids Kroll Offices in Spy Probe","Police raided the Brazilian offices of international security consultant Kroll Inc. and arrested five employees Wednesday in an investigation into allegations of illegal spying by Kroll during the company's probe of a nasty corporate dispute."
"1","Nawaz, Benazir agree on signing code of ethics","ISLAMABAD: PML-N leader Mian Nawaz Sharif has presented a proposal to PPP-P chairperson, Benazir Bhutto for signing a code of ethics by both the parties for the sake of beginning of new democratic era in the country and the latter has okayed the proposal."
"1","Iraqi Unrest May Delay Elections, Officials Warn (Update2)","Elections in Iraq scheduled to take place by Jan. 31 may be postponed because of continued widespread violence or a coordinated boycott by Sunni Muslims, US and Iraqi officials said."
"1","Khokhar in Delhi for new round of dialogue","NEW DELHI, Sept 3: Foreign Secretary Riaz Khokhar arrived here on Friday to set the stage for the first formal talks on the Kashmir dispute between the foreign ministers of India and Pakistan."
"1","U.N.: Peruvians Relying on Food Aid","Tens of thousands of Peruvians are surviving on international food aid after the harshest weather in decades devastated their harvests, the United Nations said Tuesday."
"1","Omar Abdullah survives assassination bid","SRINAGAR: The head of held Kashmir #39;s main opposition party, Omar Abdullah, survived an assassination bid Sunday for the second time in a month when rebels exploded a bomb a few steps away from him, police said."
"1","RNC Creates Web Sites to Criticize Kerry (AP)","AP - Republicans have one message for followers of many faiths: Sen. John Kerry is wrong."
"1","New Zealand threatens to ban foreign crews after rise in ship jumpers (AFP)","AFP - A large increase in the number of foreign seamen jumping ship in New Zealand has been blamed on an immigration racket and prompted a government threat to ban overseas fishing crews, according to a report."
"1","Rebels begin weapons handover","Residents of Baghdad #39;s Sadr City district slowly began to turn in weapons yesterday, the first step in a process that US and Iraqi officials hope "
"1","Atapattu cracks hundred to lead Sri Lanka to 293-6 (AFP)","AFP - Skipper Marvan Atapattu hit a sparkling hundred to lead Sri Lanka to 293-6 in the last day-night league match against Pakistan at Gaddafi stadium here."
"1","House Panel Moves to Limit Floor Access (AP)","AP - A Cabinet member's role in pressing lawmakers to back the Medicare prescription drug law last year prompted the House ethics committee to recommend changing a 200-year-old rule allowing the president's top appointees access to the House floor."
"1","New Democratic Leader in Senate Is Atypical Choice","Harry Reid, an unassuming Democrat, Mormon and opponent of abortion who will become the Senate minority leader, is little like the man he will succeed, Tom Daschle."
"1","China Mine Blast Kills at Least 56, 100 Missing","A gas explosion in a crowded coal mine in central China has killed at least 56 people and left scores missing, the Xinhua news agency said Thursday."
"1","G-8 countries make progress over nuclear tensions with Iran &lt;b&gt;...&lt;/b&gt;","The United States narrowed differences with European allies Friday on how to pressure Iran to renounce the development of nuclear weapons, but it hasn #39;t yet won agreement to haul the country before the UN Security Council, a US official "
"1","Ghana 'coup plotters' await fate","Ghana's authorities are to decide whether to press charges against seven people held over a coup attempt."
"1","Russian Court Rejects Researchers' Appeal (AP)","AP - The Russian Supreme Court on Tuesday rejected an appeal from an arms control researcher who was sentenced to 15 years in prison for treason in what rights advocates have called a politically motivated case."
"1","108-Year-Old Man Starts Smoking Again","GREAT FALLS, Mont. - A 108-year-old man has taken up smoking again, encouraged by gifts of cigars from as far away as London..."
"1","Iraqi group 'killed Macedonians'","The militant 'Islamic Army in Iraq' says it has killed two Macedonian hostages it calls 'US spies'."
"1","Aid workers abducted in brazen raid","BAGHDAD - Gunmen abducted two Italian aid workers and two Iraqis in central Baghdad yesterday in a brazen attack that will alarm foreigners who are already on edge from widespread kidnappings."
"1","2 Italian Women Kidnapped in Iraq","An Italian aid organization in Iraq says two Italian women working for the group have been kidnapped. Witnesses say gunmen stormed the central Baghdad offices of the Italian organization, Bridge to Baghdad "
"1","Mandelson attacks gay row commissioner","The crisis over claims by Italy #39;s incoming EU Justice and Home Affairs commissioner that homosexuality is  quot;a sin quot; deepened yesterday, as his future colleague, Peter Mandelson, described the remarks as  quot;unwise quot;."
"1","India #39;s Congress win in state helps national clout","India #39;s ruling Congress party, flush with an election win in the state that is the heart of finance and film, will now be better armed to deal with demanding communist allies, newspapers and analysts said on Sunday."
"1","South Korea Warns of Possible North Terrorism (Reuters)","Reuters - North Korea is threatening to use\terrorism against the South, Seoul's intelligence agency said\in a rare public advisory on Monday, and warned South Korean\citizens in China and Southeast Asia to be on their guard."
"1","Justice minister set to announce long-awaited Truscott decision (Canadian Press)","Canadian Press - OTTAWA (CP) - On a warm June evening in 1959, two kids rode a bicycle down a lonesome county road in southwestern Ontario."
"1","Moral clarity blurs in Darfur crisis","Talks between Sudan #39;s government and two rebel groups to resolve the nearly two-year battle resume Friday. By Abraham McLaughlin  Staff writer of The Christian Science Monitor."
"1","Lebanon al-Qaeda suspect dies","A suspected al-Qaeda leader arrested in Lebanon last week has died of a heart attack, officials say."
"1","Jail threat for Gaza settlers","JERUSALEM: Israeli prison authorities have received orders to prepare for the eventual internment of hundreds of settlers opposed to Ariel Sharon #39;s planned withdrawal from the Gaza Strip."
"1","FEAR FOR GUARDS AS SCOTS GO NORTH","BLACK Watch soldiers were on their way to Iraq #39;s worst killing fields last night - and the Scots Guards could follow them. Britain #39;s top general hinted yesterday that UK troops could be based in high-risk areas around Baghdad until well into next year."
"1","Train Accident in Philippines Leaves 10 Dead, 100 Wounded","The number of deaths related to a train derailment yesterday in the Philippines has been increased to ten. 100 people were injured as well."
"1","Members of Saddam #39;s regime to face trial next week, Allawi says","In a surprise announcement Tuesday, Iraq #39;s interim Prime Minister Iyad Allawi promised that former officials in Saddam Hussein #39;s regime will go on trial next week, before elections scheduled for January."
"1","Car bomb targeting Chechen security force injures 15?(updated PM5 &lt;b&gt;...&lt;/b&gt;","A car bomb exploded outside the Chechen capital #39;s main hospital Sunday, wounding 15 people in an attack apparently targeting members of a security force headed by the son of Chechnya #39;s slain Kremlin-backed president, emergency officials said."
"1","Minister handcuffed to fathers protester","Margaret Hodge, the children #39;s minister, was handcuffed to a Fathers 4 Justice protester yesterday as she gave the keynote speech at a Law Society conference."
"1","Run-off vote produces two Romanian presidents","The Romanian presidential election was too close to call last night as both candidates declared themselves the victor after a run-off ballot produced a statistical dead heat."
"1","Blowing the Whistle Can Bring Big Bucks (AP)","AP - Crime may not pay, but blowing the whistle on companies that swindle the government sure can. Jim Alderson got  #36;20 million in one settlement and split  #36;100 million with another whistleblower in a related case, both involving Medicare fraud by the nation's largest for-profit hospital chain and a company it acquired."
"1","UK terror suspect detention law overruled","ISN SECURITY WATCH (17/12/04) - Britains House of Lords ruled yesterday that the indefinite detention of foreign terrorism suspects was incompatible with the Human Rights Act and the European Convention on Human Rights (ECHR), in a decision Human "
"1","Thai PM apologizes for riot  #39;mistakes #39;","BO THONG, THAILAND - Thailand #39;s prime minister has admitted that the army made mistakes dealing with an anti-government demonstration that left dozens of people dead."
"1","North Korean visit to China  quot;positive, encouraging quot;: South Korea","SEOUL : South Korea #39;s foreign minister said Wednesday a visit by North Korea #39;s second-ranking leader to China was  quot;positive and encouraging quot; for a resumption of stalled six-nation talks on Pyongyang #39;s nuclear drive."
"1","15 rebels killed in Iraq #39;s Mosul while US plans to beef up forces","About 15 rebels have been killed by Iraqi and US forces over a 24-hour period in Mosul, while the United States plans Friday to further strengthen troops in Iraq."
"1","New India-Pakistan ties hailed","NEW YORK: The leaders of India and Pakistan yesterday hailed a new era in often fraught relations between the two south Asian nuclear rivals and agreed to study a joint pipeline project as part of closer economic ties."
