1,"The Hempest"," The Hempest is an eco-friendly clothing store specializing in hemp clothing products and accessories. The store was founded in 1995 in Boston Massachusetts with the conviction of bringing hemp back to the marketplace and into full view of the public. Though the stores typically work together each is independent from one another."
1,"McArthurGlen Group"," McArthurGlen Group is an owner developer and manager of designer outlets. The Group which currently has 20 Designer Outlets in the UK and Continental Europe opened its first designer outlet in 1995 with the opening of Cheshire Oaks Designer Outlet near Chester. McArthurGlen Designer Outlets sell end-of-line ranges samples and one-off’s at discounted prices."
1,"Interoute"," Interoute Communications Ltd is a privately held telecommunications company it operates Europe's largest cloud services platform."
1,"Twinight Records"," Twinight Records was a minor American recording label founded in Chicago 1967 by Howard Bedno and Peter Wright who later added E. Rodney Jones as a partner. Specializing in R&B and soul music for a few months the label was called Twilight Records until it was discovered that another company already owned the Twilight name. Over five years the label released (or at least recorded) 55 singles and charted seven times."
1,"Dental Records"," Dental Records is a small independent record label based in Ipswich UK."
1,"RxList"," RxList founded in 1995 by a pharmacist is an online medical resource of US prescription medications providing full prescribing information and patient education."
1,"United Plankton Pictures"," United Plankton Pictures Inc. is an American television and film production company founded in 1998 by Stephen Hillenburg. Its headquarters is located in Los Angeles California. Its production includes the animated television series SpongeBob SquarePants in association with Nickelodeon Animation Studios."
1,"SlimWare Utilities"," SlimWare Utilities is an American information technologies company that produces cleaning and optimization programs for an international market. The Web of Trust website lists Slimware's benchmark product DriverUpdate as receiving 14 out of 20 negative reviews.(despite an overall positive rating being listed there.) Slimware products claim to center on using crowdsourced feedback to generate real time reviews and evaluations of other programs."
1,"RBC Records"," RBC Records is an online independent record label and Management company founded by partners Ben Grossi and Brian Shafton. It provides artists and independent labels with a full-service Virtual Label alternative to signing with a major label. RBC provides distribution sales marketing online publicity radio promotion video promotion product management and creative-services consulting to artists and management."
1,"Oakleaf Brewery"," Oakleaf is a brewery founded in 2000 in Gosport Hampshire England. It brews cask ales."
1,"Segerstrom"," C J Segerstrom & Sons is a family business incorporated as a major real estate company in Orange County (along with the Irvine Company and the O'Neill family) especially in the city of Costa Mesa. Swedish immigrant Carl Segerstrom started out by buying a large lima bean farm in 1900. In 1967 construction began on the jewel in their crown South Coast Plaza."
1,"M/C Partners"," M/C Partners is a private equity firm focused on growth equity investments in emerging companies in the media and communications industries. M/C invests in early mid and late stage companies as well as turnarounds and buyouts in its sectors of focus. The firm was formerly known as Media Communications Partners.The firm which is based in Boston Massachusetts was founded in 1986 as a spinout from pioneering venture capital firm TA Associates."
1,"General Production Recordings"," General Production Recordings (known as simply GPR) is an electronic music independent label founded in 1989 in England. The label helped establish artists such as Beaumont Hannant Mark Broom The Black Dog Plaid and Luke Slater.The label's first recordings were released in 1991. Over 120 releases followed culminating in a compilation released in 1997. After many years dormant GPR resurfaced in 2009 with the promise of releases from both new and existing artists."
1,"Blue Giant Equipment Corporation"," Blue Giant Equipment Corporation is a loading dock solutions provider with corporate headquarters in Brampton Ontario Canada."
1,"Trilobyte"," Trilobyte is a computer game developer founded in December 1990 by Graeme Devine and Rob Landeros. They are well known in the computer game industry for The 7th Guest and The 11th Hour games and to a lesser extent for Clandestiny and other titles.The company was recently resurrected by co-founder Rob Landeros with some of its original titles being re-released."
1,"American Gramaphone"," American Gramaphone is an American record company and was formed in 1974 by Chip Davis. It is best known for releasing Davis' solo and Mannheim Steamroller albums. It is based in Omaha Nebraska.American Gramaphone has also released solo albums by Mannheim Steamroller musicians Jackson Berkey and Ron Cooley as well as by the bands Checkfield and America."
1,"Boost Mobile"," Boost Mobile is a brand of prepaid wireless service used by two independent operators in Australia and the United States. In the United States Boost Worldwide Inc. headquartered in Irvine California and is a subsidiary of Sprint Corporation. In Australia Boost Tel Pty Ltd. operates as a MVNO using the Telstra network. The Boost Mobile brand was founded by Peter Adderton in Australia and New Zealand in 2000."
1,"Balai Pustaka"," Balai Pustaka ([ˈbalai pusˈtaka]; also spelled Balai Poestaka both meaning Bureau of Literature) is the state-owned publisher of Indonesia and publisher of major pieces of Indonesian literature such as Salah Asuhan Sitti Nurbaya and Layar Terkembang. Its head office is in Jakarta.Founded in 1917 as the Kantoor voor de Volkslectuur Balai Pustaka was used by the Dutch colonial government as a means to control native Indonesians' access to information."
1,"Aviafiber"," Aviafiber was a Swiss sailplane manufacturer established in Wald in February 1977 by Ernst Ruppert Hans Farner and Heinrich Bucher. Its most famous product was the Canard 2FL a highly unorthodox design. A test pilot was killed in the crash of one of them leading the company to withdraw them from the market. The company's name was changed to Canard Aviation as a result of legal action by the Avia petrol company and in 1982 was absorbed into Bucher Leichtbau."
1,"C. E. Hooper"," The C. E. Hooper Company was an American company which measured radio and television ratings during the Golden Age of radio. Founded in 1935 the company provided information on the most popular radio shows of the era. This information was valuable to the radio networks NBC CBS ABC and Mutual Broadcasting System as it would allow them to charge advertisers more for a popular series than a less popular series.Claude E."
1,"Selex Competition"," Selex Competition was a Spanish constructor of racing cars under various brands. The company currently produces dampers and shocks."
1,"Virtual Digital Cable"," VDC Corporation was a distributor of multichannel video programming that delivered live cable television through broadband connected computers in the United States. They developed and were involved in the distribution and delivery of live cable television programming channels."
1,"Airpink"," Airpink is a private business jet charter airline based in Belgrade Serbia. It was founded in October 2004 as part of Pink International Company owned by Željko Mitrović. Its main base is the Belgrade Nikola Tesla International Airport. Airpink employs 8 captains 6 first-officers and 4 flight attendants. Air Pink announced intention to add 4 Boeing 737 in 2009 for charter and low-cost flights but this intent has not yet materialized as a firm order."
1,"Allstream Inc."," Allstream is a Business Communications provider based in Toronto Ontario that provides IP connectivity managed IP services unified communications and voice services through its 30000KM national fiber network. The Company's headquarters are currently located at 200 Wellington Street West in Toronto Ontario."
1,"Reichel/Pugh"," Reichel/Pugh is a yacht design company based in San Diego California USA. It is led by John Reichel and Jim Pugh.Since the late 1990s Reichel/Pugh-designed yachts have successfully competed in many major races including the America's Cup."
1,"Ace Records (United States)"," Ace Records was a record label that was started in August 1955 in Jackson Mississippi by Johnny Vincent with Teem Records as its budget subsidiary. Ace also had the Vin label. Its records were distributed independently until 1962 when a distribution arrangement was set up with Vee-Jay Records. Ace Records stopped when Vee-Jay went broke."
1,"Flight Centre"," Flight Centre Travel Group is an Australian-international corporation travel company and also the largest travel firm in Australia. Its global operations include New Zealand USA UK and Canada as well as in Asia in India China Hong Kong and Singapore and in Africa in South Africa . The company is listed on the Australian Stock Exchange with an annual total turnover of $13.2 billion sales as at June 2012. It has over 2500 stores in ten different countries with over 15000 staff."
1,"Kingway Brewery"," Kingway Brewery Holdings Limited (SEHK: 124) is a leading beer maker in China. It is a subsidiary of government-owned Guangdong Holdings Group the biggest Hong Kong-based enterprise owned by the Guangdong provincial government. The Dutch brewing company Heineken International owns a 21% share in the company."
1,"SoundView Technology Group"," Soundview Technology Group (formerly NASDAQ:SNDV) was an American technology-focused securities and investment banking firm known primarily for its equity research on technology and other growth oriented companies."
1,"Lululemon Athletica"," Lululemon Athletica Inc. /ˌluːluːˈlɛmən/ styled as lululemon athletica is a self-described yoga-inspired athletic apparel company which produces a clothing line and runs international clothing stores from its company base in Vancouver British Columbia Canada."
