"1","Baghdad Governor Assassinated","Gunmen killed the governor of the Baghdad province, Ali al-Haidari, and six of his bodyguards on Tuesday, officials said. Earlier Tuesday, several Iraqis were killed when a suicide bomber rammed a fuel truck into a checkpoint near the fortified Green Zone."
"2","Soccer: Souness can bring good times to Newcastle, says Shearer","LONDON : Newcastle striker Alan Shearer believes Graeme Souness can bring the good times rolling back to St James #39; Park.  quot;All I keep hearing is that Souness will bring discipline to this club and I don #39;t doubt that that will be the case, quot; said Shearer."
"2","=== Lewis grabs two-shot lead with scorching 62 ===","Lake Buena Vista, FL (Sports Network) - JL Lewis fired a 10-under-par 62 Thursday to take a two-shot lead after the opening round of the FUNAI Classic at Walt Disney Resort."
"2","BAR not ready to beat Ferrari - Sato","BAR has a long way to go before it can dream of regularly beating world champion team Ferrari, 2005 driver Takuma Sato said on Wednesday."
"1","Feds anticipate 6,000 will be added annually to new sex offender registry (Canadian Press)","Canadian Press - OTTAWA (CP) - A national sex offender registry came into force Wednesday, requiring convicted offenders to register within 15 days after being released from prison, or if they're ordered to register."
"2","Moyo Knocked Out, Women Prosper"," ATHENS (Reuters) - Gold medal favorite Carlos Moya joined  the exodus of big name tennis players from the Olympics on  Thursday, crumbling in the men's quarterfinals against Chile's  Nicolas Massu."
"2","Rookie suffers broken shoulder in debut","IRVING, Texas -- Dallas Cowboys running back Julius Jones will miss about two months with a broken shoulder blade. Cowboys coach Bill Parcells confirmed the injury Monday during his weekly news conference."
"1","Yasser Arafat, dead at 75.","HIS MISSION in life was embodied in a slogan: Death to Israel. Now death has claimed Yasser Arafat, president of the Palestinian National Authority, founder of the Palestinian Liberation Organization, Nobel "
"1","Venezuelan audit confirms victory","Venezuela's electoral officials say an audit of the vote on President Hugo Chavez's rule shows it was fair."
"1","Islamabad backs Kofi Annan","ISLAMABAD: Pakistan has lent its full support to United Nations Secretary General, Kofi Annan and wishes to see him complete his remaining tenure in office."
"1","As Afghan Vote Nears, Taliban Isn't Only Worry","Many Afghans say they are more worried about a different source of abuse and intimidation during the presidential elections: pressure from local militia commanders to vote for certain candidates."
"1","Blast at Bangladesh Opposition Meeting Kills 4 (Reuters)","Reuters - At least four people were killed when one\or more bombs exploded as former Bangladesh prime minister\Sheikh Hasina Wajed addressed a public meeting outside her\party headquarters on Saturday, police and witnesses said."
"2","NBA smackdown","The NBA suspended four players indefinitely yesterday for their involvement in one of the worst fights in professional sports history Friday, in which players stormed into the stands and exchanged blows with fans."
"2","Francis has magic touch","Steve Francis made an outstanding debut for Orlando Magic as they opened the new basketball season in the United States with a 93-92 victory over Milwaukee."
"2","Buckeyes Dash Wolverines' Outright Title Hopes","Quarterback Troy Smith ran for 145 yards as the Buckeyes upset the Wolverines, who might have also lost a return visit to the Rose Bowl."
"2","Ravens 17, Redskins 10","Playing his last football until November, Jamal Lewis punished would-be tacklers and kept the Baltimore Ravens offense on the field for nearly the entire fourth quarter."
"2","UPDATE 4-Kumble puts India in sight of victory","Leg spinner Anil Kumble completed his sixth 10-wicket test haul on Saturday to give India a wonderful opportunity to square their four-match series against Australia."
"2","Cards Score in Ninth to Top Reds 6-5 (AP)","AP - Albert Pujols and Jim Edmonds hit two-runs homers, and pinch-runner Reggie Sanders scored the go-ahead run in the ninth inning on Joe Valentine's wild pitch to lead the St. Louis Cardinals over the Cincinnati Reds 6-5 Wednesday night."
"1","Rebels Set Off Land mine in Indian Kashmir, 11 Dead"," SRINAGAR, India (Reuters) - Separatist militants detonated  a powerful land mine in Indian Kashmir killing eleven people,  including nine soldiers in one of the biggest attacks in recent  weeks, police said on Sunday."
"1","Annan Tells Powell UN Will Aid Iraq Vote","UN Secretary-General Kofi Annan, fending off Republican demands for his resignation over alleged corruption, said Thursday he will expand UN support for Iraqi elections if need be."
"1","Britain Agrees to U.S. Troops Request (AP)","AP - Britain agreed Thursday to meet a U.S. request for British troops to be moved into volatile central Iraq, a proposal that has met strong opposition within the governing Labour Party."
"1","US, Iraq Prepare Offensive to Pave Way for Election","The United States and Iraq are crafting a two-pronged plan to prepare for Iraq #39;s first democratic election in January, combining a fall military offensive to evict insurgents "
"1","Cambodia Scrambles to Name New King","Cambodia #39;s King Norodom Sihanouk #39;s abdication statement last week stunned the nation and left politicians scrambling to figure out how to choose a new king."
"1","Suicide Bomber Strikes Afghan Capital","KABUL, Afghanistan -- Police in Afghanistan said a suicide attacker exploded grenades on a commercial street in the Afghan capital, killing himself and wounding six others."
"1","Hurricane Ivan Pounds Jamaica","Hurricane Ivan has been pounding Jamaica with high winds and torrents of rain, causing flooding and power outages throughout the Caribbean island nation."
"1","Congress Probes Insurance Industry Scandal (AP)","AP - Congress is examining the scandal rippling through the insurance industry, with its largest brokerage accused of bid rigging and price fixing amid high-level resignations, employee layoffs and guilty pleas by some executives."
"1","Bush and Kerry Trade Attacks in Their Second Presidential Debate","President Bush defended his decision to invade Iraq, while John Kerry said that Mr. Bush lacked the record to justify re-election."
"1","Baghdad Airport Closed Indefinitely -- PM Office"," BAGHDAD (Reuters) - Iraq's interim government extended the  closure of Baghdad international airport indefinitely on  Saturday under emergency rule imposed ahead of this week's  U.S.-led offensive on Falluja."
"1","UK Prime Minister Blair Warmly #39; Congratulates President Bush","UK Prime Minister Tony Blair said he warmly congratulated #39; #39; US President George W. Bush on winning a second term, and urged him to revitalize the Middle East peace process."
"1","Canadian probe into submarine fire begins","A Canadian board of inquiry is convening in Scotland to investigate the cause of the fire on the submarine HMCS Chicoutimi, in which an officer was killed."
"1","Climate change threatens China food production","BUENOS AIRES: Climate change could cut China #39;s food production 10 percent by 2050, said an official report at a major UN conference here."
"1","North Korea Resists Talks on Nuclear Arms","North Korea said Monday that it will not resume talks on its nuclear weapons program until the Bush administration ends its ""hostile policy"" against Pyongyang and South Korea publishes complete details of its secret efforts to produce nuclear-weapons-grade fuel."
"1","Milosevic Lawyer Faces Trial Obstacles","THE HAGUE, Netherlands - It's not easy being Slobodan Milosevic's lawyer.    Appointed two weeks ago to defend the former Yugoslav president against war crimes charges, British attorney Steven Kay's practiced poise and calm legal demeanor has, at times, given way to sheer frustration..."
"1","British sufferer of madcow disease no longer 'terminally ill': dad (AFP)","AFP - A British man suffering from variant Creutzfeldt-Jakob Disease (vCJD), the human form of mad cow disease is no longer terminal ill, thanks to an experimental medical treatment, his father said."
"1","Purported al-Zarqawi tape boasts of humiliating U.S.-led forces in Iraq (Canadian Press)","Canadian Press - CAIRO, Egypt (AP) - An audiotape purportedly from key terror suspect Abu Musab al-Zarqawi boasts that Islamic holy warriors have humiliated the U.S.-led coalition in Iraq."
"1","Gaza Gunmen Kidnap, Then Free Palestinian Official"," GAZA (Reuters) - Palestinian gunmen kidnapped a top  security official they accused of corruption and held him for  several hours in the Gaza Strip on Thursday in a fresh  challenge to President Yasser Arafat amid a wave of unrest."
"1","Normal life resumes in Kathmandu Valley","With the passage of one week, the effect of the  quot;Kathmandu Valley blockade quot; imposed by the Nepalese anti-government guerrillas has waned with the government #39;s move to step up security in order to foil the embargo."
"1","UN Partly Clears Iran on Nuclear Issue"," VIENNA (Reuters) - The United Nations said on Monday that,  as far as it knew, Iran had not diverted any nuclear materials  to a weapons program -- a verdict diplomats said undermined the  U.S. case for U.N. sanctions on Tehran."
"1","Hyderabad youth killed in police shootout","A youth was killed in a shootout outside the DGP #39;s office in Hyderabad on Sunday evening. The incident took place after a group of nearly 25 persons who had gathered outside the office tried to block the way "
"1","Security Measures Failed to Spot Protesters","A multi-million pound security operation today failed to prevent dramatic protests marring Tony Blairs Labour conference speech."
"1","Hostage talks postponed","Mrs Flanigan and two other UN officials were snatched in the capital Kabul last week while monitoring the countrys presidential election."
"1","Twin bombs take terrible death toll","AT least 39 people were killed when two bombs exploded at a gathering of Sunni Muslim radicals in the central Pakistan city of Multan early yesterday."
"1","After Arafat","It is often the case with charismatic rebels with a just cause that, when they pass on, the world tends to assume one of two things: either that all problems will be solved now, or none will be solved."
"1","Iran rejects European demands to halt N-tech drive","TEHRAN: Iran on Sunday rejected European demands to abandon its  quot;sensitive nuclear activities quot; but reiterated its readiness to provide assurances that its atomic ambitions were entirely peaceful."
"1","Thailand to Change Farming Ways to End Bird Flu","Hard-hit Thailand plans a campaign to change poultry farming methods as it seeks to stamp out the deadly bird flu virus before migrating wildfowl return during the "
"1","Hurricane Ivan Threatens Barbados","BRIDGETOWN, Barbados - Hurricane Ivan churned through the Caribbean on Monday, packing sustained winds of 125 mph and threatening to hit Barbados and other islands, after it strengthened from tropical storm status with unusual speed.    The Category 3 storm - the fourth major hurricane of the season - was still gaining strength, but apparently not as swiftly as some meteorologists had feared..."
"1","Musharraf ""very happy"" about killing of top Al-Qaeda militant (AFP)","AFP - Pakistani President Pervez Musharraf welcomed the death of a top Al-Qaeda militant, Amjad Farooqi, said to have masterminded attempts on his life and to have been behind the murder of US reporter Daniel Pearl."
"1","Debates Give Kerry Last Chance to Make Case (Reuters)","Reuters - When President Bush and Sen. John\Kerry open a series of debates on Thursday, voters will get\their first chance to directly compare the White House\candidates -- and Kerry will get perhaps his last chance to\convince Americans he is up to the job."
"1","Jakarta embassy bombers not among the nine victims: police (AFP)","AFP - Police investigating the deadly attack at the Australian embassy in Jakarta have said they have identified all nine victims of the blast and are still working to piece together the suicide bombers."
"1","Kerry on Iraq: 'Wrong War, Wrong Place, Wrong Time' (Reuters)","Reuters - Democratic presidential nominee\John Kerry on Monday called the invasion of Iraq ""the wrong war\in the wrong place at the wrong time"" and said his goal was to\withdraw U.S. troops in a first White House term."
"1","Sudanese forces say they have no orders to disarm militias: Amnesty (AFP)","AFP - Sudanese security forces in Darfur are claiming they have no orders to disarm pro-government militias blamed for atrocities in the region, the head of rights group Amnesty International said."
"1","Losses mourned in an insurgent stronghold ","BAGHDAD -- US and Iraqi forces took control of the central Iraqi city of Samarra yesterday but engaged in sporadic clashes with insurgents who had dispersed into the narrowest of its closely packed streets to continue fighting in small bands."
"1","Dream Team Breezes Past Angola 89-53","ATHENS, Greece - The Americans got a taste of what it was like in the good ol' days. They finally played an opponent they were able to beat easily, routing Angola 89-53 Monday in their final preliminary game of Olympic men's basketball..."
"1","The Politics of Time and Dispossession","Make a commitment to subscribe, donate and/or place all of your book and other product orders from Amazon.com and others through MMN Shopping web-site by clicking here."
"1","Insurgents kill five in Tripura (Reuters)","Reuters - Tribal separatist insurgents gunned down five people, including two children, in the remote and restive Tripura state in different attacks in the past 24 hours, police said on Thursday."
"1","Italian FM to Middle East to seek release of aid workers in Iraq","ROME : Italian Foreign Minister Franco Frattini was to leave for the Middle East, as Rome pressed on with efforts to win the release of two Italian aid workers kidnapped in Iraq, his ministry said."
"2","Big Ten gears defenses to stop run","For a conference rooted in offensive muscle, the Big Ten seems a little frail in the running department this season. Ohio State and Michigan, which built their reputations on power football, rank "
"1","Call for more Darfur peacekeepers","More peacekeepers are needed in Sudan's Darfur region to protect refugees, a top UN envoy says."
"2","Erickson cites mistakes, but backs Rattay","After watching his offense struggle the last two weeks, Giants coach Tom Coughlin announced Monday he was benching Kurt Warner in favor of rookie Eli Manning."
"2","Toomer, O #39;Hara still questionable for Giants","New York Giants receiver Amani Toomer returned to practice Friday and participated in some individual drills, but his status for Sunday #39;s game against the Minnesota Vikings is still undecided."
"2","GIANTS NOTEBOOK Bonds receives guarantee for  #39;06 Reworked contract &lt;b&gt;...&lt;/b&gt;","With one stroke of a white-out brush, Barry Bonds got the security he sought and the Giants ensured their marquee attraction will be around two more years."
"2","Friday Night Football Anticipation building for opener","Now that Frances has moved through the state of Florida - and another storm is not scheduled to hit the United States until next week - anticipation is building for the Florida State-Miami game."
"2","Motor Cycling: Angry Rossi hits out at demotion","LOSAIL, Qatar : World champion Valentino Rossi angrily hit out at race organisers here after he was demoted to the back of the grid for the Qatar Grand Prix."
"1","Video Said to Show British Hostage Killed","BAGHDAD, Iraq - British hostage Kenneth Bigley, who pleaded tearfully last month for Prime Minister Tony Blair to meet his kidnappers' demands, was beheaded by his captors, a witness who saw the videotaped killing said Friday.    The witness, who asked not to be identified by name, said the tape - sent to Abu Dhabi TV - showed six hooded, armed men standing behind the kneeling Bigley, whom the witness recognized from two previous tapes released by the kidnappers in which he pleaded for his life..."
"2","Twins swept away; Yankees #39; dominance deceptive yet telling","The Minnesota Twins might have moved two steps back toward a return to Yankee Stadium next week for the first round of the playoffs when they got swept by the New York Yankees in a rain "
"1","Najaf stand-off has beginnings in earlier US failures in Fallujah","The battle of Najaf, in which Iraq #39;s fledgling government is being held to ransom by the occupation of Shia Islam #39;s holiest site, can be traced to American political and military failures in recent months. "
"2","Allen: Baseball must act quickly","Sen. George Allen, R-Va., says Major League Baseball needs to move fast to toughen its steroids-testing policy in order to avoid congressional action."
"2","2005 to be the busiest season ever","The FIA have confirmed an unprecedented 19-race schedule for the 2005 Formula One season. All of the 2004 races have been retained, with Turkey joining the calendar for the first time."
"1","Japan marks bullet train's 40th","Ceremonies are held in Japan to mark the 40th anniversary of the start of the world's first high-speed railway service."
"2","Ft Bolton 1 Liverpool 0","Cisse was becoming increasingly frustrated at the lack of service but Bolton were continuing to dominate in midfield. Manager Sam Allardyce rang the changes by bringing on Les Ferdinand and Kevin Nolan for Davies and Giannakopolous."
"2","Charline Labonte rises to challenge","Charline Labonte has served notice she wants to become the next starting goaltender of the Canadian women #39;s hockey team. The 22-year-old from Boisbriand, Que."
"2","Rams refused to give up","Yesterday afternoon at Qwest Field, the Rams took a pin-it-to-the-wall word and brought it to life as they erased a 17-point deficit in less than nine minutes to beat the Seahawks 33-27 in overtime."
"2","Bengals' Palmer Hurt in Loss to New England"," FOXBORO, Mass., (Sports Network) - Cincinnati Bengals  quarterback Carson Palmer left Sunday's 35-28 loss against New  England in the third quarter due to a left knee sprain."
"2","Arsenal still trail in shirt value","Arsenal, who are taking on debts of 360 million to build a stadium that will help them match Manchester United, will be still be earning less than United from shirt sponsorship "
"2","UAE #39;s TEN Sports to Produce Australia-India Cricket Test Series TV &lt;b&gt;...&lt;/b&gt;","The Board of Control for Cricket in India has granted the television production and distribution rights for Australia #39;s test series with India even as the Indian Supreme Court hears arguments over who owns the rights."
"2","Brazil upset in Ecuador China eliminated","Ecuador upset Brazil 1-0 Wednesday to send the World Cup champions to their first loss in qualifying for the 2006 tournament, and it cost them the top spot in South America #39;s World Cup qualifying."
"1","8 terror suspects, including alleged al-Qaida figure, charged in Britain","LONDON (AP) - Eight suspects, including a man identified in the United States as a senior al-Qaida figure, appeared in court under heavy guard Wednesday as police investigated an alleged plot to commit murder and cause mayhem with chemicals, radioactive ..."
"1","U.S. Servicemen React to Bush Guard Memos","ALBANY, Ga. - Frank Jones says he's angry about newly revealed memos that indicate President Bush got preferential treatment in the Air National Guard during the Vietnam war, but he's not surprised by favoritism in the Guard..."
"2","Soccer: Luck and bold decisions save Sven #39;s job in Poland: British &lt;b&gt;...&lt;/b&gt;","LONDON : Sven-Goran Eriksson is redeemed as England coach partly through luck but also because he took the bold selection decisions necessary ahead of England #39;s 2-1 victory over Poland, the British press said."
"2","Burks still fighting for another chance to play","For better or worse, Ellis Burks has all but committed to trying at all costs to help the Red Sox before the season ends. Burks, one of the game's most prolific righthanded hitters before two surgeries this season set him back, said he plans to decide by next week whether to try to play again this season. And, ..."
"2","Wizards go up for sale","Kansas City, MO (Sports Network) - Lamar Hunt appears ready to get out of Major League Soccer and sever ties with the Kansas City Wizards."
"1","Chirac Says Iraq War Created More Dangerous World"," LONDON (Reuters) - Last year's U.S.-led invasion of Iraq  and ousting of President Saddam Hussein has made the world more  dangerous, French President Jacques Chirac said on the eve of a  state visit to key U.S. ally Britain."
"1","Security Further Tightened In Jammu","JAMMU, IHK : Nov 19 (SADA) - In occupied Kashmir, security apparatus has been further beefed up in the winter capital Jammu with additional deployment of police and para military personnel ahead of Indian Prime Minister Manmohan Singh #39;s arrival here "
"2","FOOTBALL: TOTTI IN STAMP SHAME","A LAST-GASP equaliser by striker Vincenzo Montella threw AS Roma a Champions League lifeline when they drew 1-1 with Bayer Leverkusen in a Group B match behind closed doors at the Olympic Stadium."
"1","Zarqawis Al-Qaeda Allegiance Intelligence Work: Expert","The alleged allegiance of Al-Tawheed wal Jihad group in Iraq to Al-Qaeda network of Osama Bin Laden pledged in an unverified statement "
"2","Sachin In Squad For First Two Tests","Bangalore, Oct. 1 (NNN): Despite the ongoing concerns about an elbow injury, countrys master-blaster Sachin Ramesh Tendulkar was included on Friday in the 15-member Indian squad for the first two cricket "
"2","Cubs beat Pirates again","CHICAGO -- Sammy Sosa appears to have found his swing, and the timing couldn #39;t be better for the Chicago Cubs. Sosa hit his first grand slam in more than two years, and also had a solo homer as the Cubs hit "
"2","Capriati Loses to Dementieva in U.S. Open Semifinal"," NEW YORK (Reuters) - Elena Dementieva broke the heart of  Jennifer Capriati when her spine-tingling 6-0, 2-6, 7-6 victory  over the American on Friday set up an all-Russian U.S. Open  final against Svetlana Kuznetsova."
"2","Hopkins wants piece of Roy Jones","NEW YORK - One thing Bernard Hopkins knockout of Oscar De La Hoya hasnt changed for the middleweight champion: he still needs to beat Roy Jones to feel fulfilled."
"1","Taiwan Says U.S. Ties to Suffer if Arms Deal Fails (Reuters)","Reuters - Taiwan's Foreign Minister warned\lawmakers on Wednesday that ties with Washington would be hurt\if parliament failed to approve an  #36;18 billion budget to buy\advanced U.S. weapons."
"2","Juventus denied by Inter fightback","Juventus blew a two goal lead in the second half to be held to a 2-2 draw Inter Milan in the San Siro on Sunday. Ironically, Inter #39;s heroics helped arch-rivals and Serie A champions AC "
"1","House Intelligence Chairman Named (Reuters)","Reuters - Michigan Republican Rep. Peter Hoekstra\was picked to head the House Intelligence Committee, replacing\Rep. Porter Goss who has been nominated to head the Central\Intelligence Agency, Speaker of the House Dennis Hastert said\on Wednesday."
"1","Eskimos Seek to Recast Global Warming as a Rights Issue","The Inuit of the Arctic plan to seek a ruling from the Inter-American Commission on Human Rights that the U.S. is threatening their existence."
"1","Iran To Deal With Europe, Not US, Over Nuke Program","26 September 2004-- Iran says it is not planning to negotiate with the United States over its nuclear program, choosing instead to invite Europe to the discussion table."
"1","UK in  #39;war of words #39; with Charles","LONDON: British government and Prince Charles are locked in an unprecedented, public war of words over the rights and virtues of meritocracy vs aristocracy in the aspirational 21st century, sparking a right royal class war of republican proportions."
