"2","Parlow hat trick keeps US tour perfect","Nomar Garciaparra, the Cubs shortstop, had his choice in sports viewing Wednesday night. He could watch the baseball playoffs on television in a Soldier Field skybox or focus on his wife playing soccer on the beat-up turf below."
"2","Golf: O'Hern and Jacquelin Vie for Breakthrough Win"," COLOGNE, Germany (Reuters) - Nick O'Hern and Raphael  Jacquelin made their latest bids to break their European Tour  ducks when they shared the early lead in the second round of  the German Masters Friday."
"3","Stocks Set for Flat Open; IBM in Focus"," NEW YORK (Reuters) - U.S. stocks look to open flat on  Wednesday, a day after a sharp sell-off, as the dollar  rebounded and a major sale was announced by IBM &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt;, but  oil prices nudged up slightly."
"3","Sony gets top cast in MGM \$US3bn show","Sony is hiring some big guns to capture movie giant Metro-Goldwyn-Mayer. Photo: AP. Unlike the old days, Sony is seeking outside support in its tilt at MGM, writes William Pesek."
"1","RCMP officer was a rookie when abused woman was shot by her husband (Canadian Press)","Canadian Press - BURNABY, B.C. (CP) - The RCMP officer who investigated a spousal abuse complaint from a woman who was later gunned down by her husband was a rookie with only six months on the job, a coroner's inquest heard Wednesday."
"2","White Sox Sign Infielder Juan Uribe (AP)","AP - The Chicago White Sox agreed to a  #36;9.75 million, three-year deal with infielder Juan Uribe on Thursday, avoiding arbitration."
"3","Convictions in Enron fraud trial","Four former Merrill Lynch employees and an ex-Enron executive are found guilty of artificially inflating the energy firm's profits."
"2","Turf Toe Injury Sidelines Titans' Brown (AP)","AP - Tennessee running back Chris Brown will not play Sunday against the Oakland Raiders because of a turf toe injury."
"3","Auction Debate to Outlive Google Debut","NEW YORK (Reuters) - Google Inc. (GOOG.O: Quote, Profile, Research) debuted as a public company on Thursday, but that did not stop the debate over whether its auction-based IPO was a success or will influence future IPOs. "
"3","BoE report suggests rates on hold","Interest rates may have peaked, the Bank of England has signalled as it warned that house prices could fall further in the coming months."
