11,"This is a pretty fun group game. but can drag a bit with multiple players. This is because people want to calculate their moves on the board before committing to the best possible route.  A fun variation we like to play is that when you start your turn. you declare your gear and then roll.  Once you roll. you 'drive' the car the necessary moves.  No take backs. no do overs.  This encourages players to pay attention to their car when it is not their turn. and also adds and element of hazard that would be present in a real driving\racing situation.  Makes a good party game. but you may want to limit games to one lap per game."
6,"How bad can a mouse pad be?  That's what I thought....First. be aware this is a HARD top mouse pad.  Basically. it is a hard sheet of blue plastic glued onto a 3/32' foam pad.  Not a rubber pad like other mouse pads. but a foamy pad.The plastic top is bigger than the foam pad on all sides. and cuts into my hand which rests on the edge of the pad.The mouse pad isn't quite flat on the table - the plastic top is slightly curled and one edge of the mouse pad sticks up slightly until I push the mouse over it.  It is very distracting.Finally. the surface is just rough enough to make a loud scratchy nose as my optical mouse moves over it.  VERY annoying.This is the WORST mouse pad I've ever used.The only pro is it has a weird new plastic smell that reminds me of grape popsicles. so 2 stars."
6,"There is no doubt that more people are choosing to get mobile phones for whenever they need to call up. as well as cordless phones for mobile use at home. But there are still those of us whom would just rather prefer the need of just having a simple phone for one place in the house to call. That is the case with AT&T;'s 210 Corded Phone. This is a very simple and easy to use phone that works for just about anyplace in the house. where you want to keep your calls stationery. I also found it to be very easy to read and understand. and rings louder than my cordless handsets in need of a call to home. If you really are looking for a extra phone for the home or the office. than I definitely recommend this classic phone from AT&T.;Price: B+Convience: BOverall: B 1/2+"
11,"Party Gras is a great party game.  Players can range from teens to lively adults.  The game comes packaged in a clear. durable plastic tote bag versus the typical game box.  The plastic case makes it easy to transport from one party to the next.  The bright. festive. eye-catching colors is what drew me to this game.  I think that most groups of 4 or more will enjoy playing this game if the participants are outgoing and have a good sense of humor.  This game is not for introverts or for someone seeking a high educational value from a game.  Party Gras is a great ice breaker. good humorous family/friend fun. and a welcomed change from board games that keep you seated.  Start the holidays and new year off with something different...Party Gras.  If you tire of this game. just find another person that likes games and do an exchange."
9,"These are way too small and uncomfortable for a grown adult like myself. I wish they would have said in the title that these were kid's sized. but I suppose I blame myself for not thoroughly reading the customer reviews before purchasing. The Velcro straps are uncomfortably tight. and they tend to rip off whenever I bend my knees dramatically. The same discomfort was experienced with the elbow pads...except that they are even tighter than the knee pads; so much that I could only tolerate wearing them for 5 minutes before taking them off...I'll probably never use the elbow pads again. The knee pads at least do an 'okay' job at protecting my knees (so long as they stay on) but I can tell these were meant for children and maybe young adolescents. I'll never be buying these again. nor do I recommend anyone buy them unless they have children....(in which case they might fit perfectly and comfortably on them.)"
10,"I go through a lot of these bulbs with my kitchen lighting. They are used in the under-cabinet lights and the pendant above the counter. About a year ago I replaced half of them with LEDs. This increased the life of the regular bulbs considerably (lower currents in the system means less wear and tear. so the speak). But they still burn out. These bulbs are a perfect replacement. They seem slightly less bright than say the GE brand that you get at the hardware store or the IKEA replacement bulbs. but the difference is barely noticeable. I give them a thumbs-up."
9,"I've had experience with Victorinox Swiss Army knives for over 40 years.  My primary casual pocket knife has been the Swiss Army 'Mechanic' for over 20 of those years.  I've always been satisfied with the quality. and with the fine edge you can achieve with the Victorinox stainless steel.  This knife is no exception. Same fine quality.  A little large to comfortably carry in my pocket. but a problem easily remedied with the available Victorinox Cordura Belt Pouch for Swiss Army Knives. Two of the most useful features of this knife are the scissors and the pliers.  Of course you also have the available screwdrivers. as well as all the other features.  It's amazing how handy this knife has been.  There have been times. when I don't have the knife with me. that I find myself reaching for it to perform a certain task. and then. &#34;Drats. I wish I had it with me.&#34;"
10,"I've used the Jorgensen Bar Clamps for years. Bought some other clamps as they were cheaper.  Over the years I know when I am picking up a Jorgensen Clamp.  Fit and finish does well in my workshop which rusts tools! Needed a good vise. It was highly rated and I am impressed by the company. Have yet to install it but it looks well made and it is sturdy.Down side is they need to have a better set of instructions. Can't find anything when I Google it. Some You Tube Videos by ambitious woodworkers. but companies should be doing it!"
4,"although jesus and his apostles were all colormen. i love this dvd because it speak the truth from the bible. which is a huge blessing. iam bless to watch this maginificent piece at the sametime as im typing my reviews. it's a wonderful. and great piece. strictly from the bible with the scriptures on the bottom right corner  of the screen. 'jehovah our heavenly father. the alpha and omega of my life. bless these wonderful people who have the great pleasures and the sacifices of making this dvd to come to life and for  saving some souls and to yolk the holy spirits and the flesh and blood togerther in the name of sweet blood of jesus christ AMEN'...thank you amazon for having this faboulous dvd."
6,"I haven't used this a lot yet. but. based on my fairly small sample of experience. this product is a lot stronger than other mounting tape I've tried.  We used it putting up posters at a fundraising event and it did an outstanding job - even on a brick wall.  It gripped the wall and the posters very well.  It didn't take a great deal of length to hold bulky and moderately heavy posters.  Pretty much exactly what you're looking for from a product like this."
