"2","Cubs Trade for DiFelice, Grieve"," MONTREAL (Sports Network) - The Chicago Cubs acquired  catcher Mike DiFelice from the Detroit Tigers and outfielder  Ben Grieve from Milwaukee, both for a player to be named later,  Tuesday."
"2","Stoops brings new swagger to Arizona","Mike Stoops #39; voice boomed over the meeting room, startling sleepy reporters at Pac-10 Media Day and announcing that a little Big 12 swagger was invading the mellow conference."
"2","Beach Volleyball: US Unbeaten, Brazil Chase Double","Americans Misty May and Kerri Walsh continued their unbeaten streak to win their Olympics women #39;s beach volleyball semi-final on Monday and will face an experienced Brazilian team in the gold medal match."
"2","Maryland Wins Exhibition","Travis Garrison scores 20 points, and Maryland overcomes a lackluster first half to beat Bryant College 100-85 in an exhibition game."
"2","Rogge Warns Five 2012 Bid Cities To Stop Bickering","The five cities bidding to host the 2012 Summer Olympic Games should heed the advice of Jacques Rogge, President of the International Olympic Committee (IOC), when he meets with the candidate cities Friday morning."
"2","Bryant Accuser May Move Lawsuit to Calif. (AP)","AP - Attorneys for the woman accusing Kobe Bryant of rape said Monday they might move her lawsuit to California because of Colorado's strict limits on financial damages."
"2","LaFrentz holding up well","Raef LaFrentz can talk all he wants about how good his surgically repaired right knee feels. He can put all kinds of percentages on his recovery/comeback. He can liken his agility on the court to how it was before the operation."
"2","Mistakes hinder Knicks in loss","It will be labeled a learning experience, but that won #39;t remove any of the sting. Momentum was lost again Wednesday night as the Knicks blew a lead and lost 94-93 to the Detroit Pistons at Madison Square Garden."
"2","Report: Stottlemyre won #39;t return","Mel Stottlemyre won #39;t return as pitching coach of the Yankees, The New York Times reported Wednesday. Stottlemyre has been the pitching coach since manager Joe Torre was hired before the "
"2","American Gatlin becomes world #39;s fastest man","Justin Gatlin of the United States became the fastest man in the world after winning the men #39;s 100 meters dash at the 28th Olympic Games here on Sunday."
"2","Yankees beat Twins 6-to-5","The New York Yankees beat the Twins 6-to-5 Saturday to advance to the AL Championship. They will play the Boston Red Sox. Ruben Sierra hit a three-run homer in the eighth inning."
"2","Venables favourite to replace Robson","Newcastle United are considering an approach to Terry Venables to become their manager to work alongside Alan Shearer until the end of the season following the abrupt sacking of Sir Bobby Robson yesterday."
"2","Gretzky Says Lockout Could Last 2 Years (AP)","AP - Wayne Gretzky fears the NHL could be shut down for as long as two years if a labor deal is not reached soon."
"2","Report: Carter off the court, in courtroom","According to a report in the Toronto Sun, Raptors #39; star Vince Carter will miss at least two exhibition games in order to settle a lawsuit."
"2","NFL Game Summary - Baltimore At Cincinnati","Cincinnati, OH -- Jamal Lewis ran for 184 yards on just 16 carries along with a touchdown as Baltimore defeated Cincinnati, 23-9, in an AFC Central showdown at Paul Brown Stadium."
"2","Charline Labonte rises to challenge","Charline Labonte has served notice she wants to become the next starting goaltender of the Canadian women #39;s hockey team. The 22-year-old from Boisbriand, Que."
"2","This week's schedule","TODAY'S GAMES Division 1 CATHOLIC -- Malden Catholic at BC High, 7. GREATER BOSTON -- Revere at Malden, 6:30; Waltham at Peabody, 7."
"2","Colts deactivate Pollard, Vanderjagt","Pro Bowl kicker Mike Vanderjagt and starting tight end Marcus Pollard were inactive for the Colts #39; game Sunday against Oakland."
"2","Fields are stocked for Breeders' Cup","When Smarty Jones was retired following the Triple Crown, it took some sizzle out of the racing scene. But one doesn't have to be an insider to appreciate the field for the \$4 million Breeders' Cup Classic at Lone Star Park Oct. 30. It may not be the Kentucky Derby, but a field doesn't get any better than this."
"2","Trulli to race in Japan, Brazil","Jarno Trulli will replace Toyota #39;s Ricardo Zonta in Japan, before sending F1 veteran Olivier Panis into retirement one grand prix early as the season ends at Interlagos."
"2","Defending champ upset by Petrova","The top-seeded Belgian was upset in the fourth round of the year #39;s last Grand Slam tournament by 14th-seeded Nadia Petrova 6-3, 6-2."
"2","Spears, Stosur Advance in Korea Open (AP)","AP - American Abigail Spears advanced to the quarterfinals of the Korea Open on Wednesday with a 6-3, 1-6, 6-3 win over second-seeded Shinobu Asagoe of Japan."
"2","UPI NewsTrack Sports","ATHENS, Greece, Aug. 18 (UPI) -- Paul Hamm produced an amazing comeback Wednesday night to become the first American male to win the Olympic gymnastics all-around gold medal. "
"2","Kurt Busch Takes Nextel Cup Title (AP)","AP - Kurt Busch overcame a broken wheel early in Sunday's race and came back to win the closest championship in NASCAR history."
"2","Georgia Struggles to Win","No. 3-ranked Georgia rallies from 16 points down behind David Greene's 213 yards and two touchdown passes to beat South Carolina, 20-16, on Saturday night."
